file_id,source,relative_path,file_name,file_extension,mime_type,is_video,category_path,input_component_weak,observation_weak,expected_fault_type_v2,expected_recipient_type,ocr_needed,serial_number_expected,brand_model_expected,bbox_needed,bbox_priority,review_status,notes
b067fdc0c6a4bbfc62916192355909bf48ee614a,local_round2_images,Charger/Charger Serial Number- Id/5c21a5a1-900c-48d5-9d13-65019f4d5011.jpg,5c21a5a1-900c-48d5-9d13-65019f4d5011.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
28019d0ea956bfbba0ac20713befbabeb7209b64,local_round2_images,Charger/Charger Serial Number- Id/6e10e996-311b-4ee8-ad73-8c996f41dddd.jpg,6e10e996-311b-4ee8-ad73-8c996f41dddd.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
51c1ef54782397a78a092c852980b19e5b59cdf3,local_round2_images,Charger/Charger Serial Number- Id/7fd7ddf6-63a5-4f24-b921-39bd1a6e4c96.jpg,7fd7ddf6-63a5-4f24-b921-39bd1a6e4c96.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
d1bd08e1765f99f547ed3b7b6c36d69df7f2ff41,local_round2_images,Charger/Charger Serial Number- Id/80911e49-1ebd-470a-b235-71de8a399e4f.jpg,80911e49-1ebd-470a-b235-71de8a399e4f.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
48c09ab442604fff52f377c72f18f924535fe285,local_round2_images,Charger/Charger Serial Number- Id/82011abd-3aeb-4017-bfd3-135c803e9a2d.jpg,82011abd-3aeb-4017-bfd3-135c803e9a2d.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
9d492b79da9d3b9034ebb244f706d7300c81be75,local_round2_images,Charger/Charger Serial Number- Id/8289eda8-35ce-49ae-8ec4-958fe7deba54.jpg,8289eda8-35ce-49ae-8ec4-958fe7deba54.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
b2c7aaee1274e0c8ff1b713b4d1d687b455e40ca,local_round2_images,Charger/Charger Serial Number- Id/835db972-b6b2-4621-aac3-8168342124f1.jpg,835db972-b6b2-4621-aac3-8168342124f1.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
c76a8f0078b999073e2799f2d7746cc55b9cf9de,local_round2_images,Charger/Charger Serial Number- Id/89ec5aad-c511-4201-beec-d47f25f53e78.jpg,89ec5aad-c511-4201-beec-d47f25f53e78.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
7657c5db5abde9ae5b3d6b0a3c0b35071a521d87,local_round2_images,Charger/Charger Serial Number- Id/981ed561-9f0d-45d2-9c89-5a54a8e69dc0.jpg,981ed561-9f0d-45d2-9c89-5a54a8e69dc0.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
e63300c29b7e0ad818a1e6a723fa12d272a93ec2,local_round2_images,Charger/Charger Serial Number- Id/98283c39-6fc7-4fe5-a755-e50317ea29e4.jpg,98283c39-6fc7-4fe5-a755-e50317ea29e4.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
8e9a1bac21221859bad5471fb90e30024d28a702,local_round2_images,Charger/Charger Serial Number- Id/a1be72a1-1aae-4be9-992e-b716afad2db3.jpg,a1be72a1-1aae-4be9-992e-b716afad2db3.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
eb19277c4cdb33313130b135d9b05b8bdd8941ad,local_round2_images,Charger/Charger Serial Number- Id/bb061e79-f800-44b9-a809-e013fb9f3db6.jpg,bb061e79-f800-44b9-a809-e013fb9f3db6.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
dda1ab6c82c804f6d6e24992e14a1d893c47049c,local_round2_images,Charger/Charger Serial Number- Id/bbc3c43b-da1b-46d4-be61-a00d353077ad.jpg,bbc3c43b-da1b-46d4-be61-a00d353077ad.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
e424cac4b1056978d6f28313b089c36a4c2f5fb8,local_round2_images,Charger/Charger Serial Number- Id/be081748-1fbf-464b-92de-a581a774aa48.jpg,be081748-1fbf-464b-92de-a581a774aa48.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
1827025172b0236810da4cba3ff0fdac6b945a41,local_round2_images,Charger/Charger Serial Number- Id/bf04c84b-737c-41a8-8d66-764b7c7cc530.jpg,bf04c84b-737c-41a8-8d66-764b7c7cc530.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
f3644bea21037c7317371aa39586f722e2e9ac07,local_round2_images,Charger/Charger Serial Number- Id/c6208e7d-0273-4ba0-888d-602925525666.jpg,c6208e7d-0273-4ba0-888d-602925525666.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
b449507994db45e415fe7f92601e15d86a091da3,local_round2_images,Charger/Charger Serial Number- Id/c7d35e53-79b5-428b-b1d6-2e3c5b873189.jpg,c7d35e53-79b5-428b-b1d6-2e3c5b873189.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
4c7b6e777324054e272ac146d81746f6dc3bb3ec,local_round2_images,Charger/Charger Serial Number- Id/ce842101-f731-4f65-ac2a-230c8049fb48.jpg,ce842101-f731-4f65-ac2a-230c8049fb48.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
048c0357db3eed937af90f370a8781f6fde6b9b4,local_round2_images,Charger/Charger Serial Number- Id/d19742c3-70a6-4bcd-b010-7969fee40c98.jpg,d19742c3-70a6-4bcd-b010-7969fee40c98.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
2bb0888c470727099f202372b2fa79ac770efd2a,local_round2_images,Charger/Charger Serial Number- Id/e3b3e9ef-c524-40a7-86bc-3c7d44e9f673.jpg,e3b3e9ef-c524-40a7-86bc-3c7d44e9f673.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
e240b353f6631bc982b54a119dbafc7222ce0f4c,local_round2_images,Charger/Charger Serial Number- Id/f6f924da-3716-4414-bf16-c748d42fe6cb.jpg,f6f924da-3716-4414-bf16-c748d42fe6cb.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
ca635ece6d19ac2b5dfa49a3b5c5311954aae01b,local_round2_images,Charger/Charger Serial Number- Id/fde9fd0d-7b5a-419b-b7c4-3d52c22e545f.jpg,fde9fd0d-7b5a-419b-b7c4-3d52c22e545f.jpg,jpg,image/jpeg,false,Charger/Charger Serial Number- Id,charger,charger_serial_brand_visible,identification_only,none,yes,yes,yes,yes_subset,high,weak_labeled,
c1fd43bfc2b12331a2f58800bda7fd5d0a2c16e8,local_round2_images,"EVDB (MCB,RCCB)/MCB Tripped/a7ea93b5-69da-41b9-a49d-a617806ba756.jpg",a7ea93b5-69da-41b9-a49d-a617806ba756.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/MCB Tripped",evdb,mcb_tripped,protection_issue,customer,maybe,no,no,yes_subset,medium,weak_labeled,
831012514e87e47d10ec7cdd1dd3b39378c02208,local_round2_images,"EVDB (MCB,RCCB)/MCB Tripped/b4331adf-5cfa-4cc5-a30c-426d89cfe77b.jpg",b4331adf-5cfa-4cc5-a30c-426d89cfe77b.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/MCB Tripped",evdb,mcb_tripped,protection_issue,customer,maybe,no,no,yes_subset,medium,weak_labeled,
93027adfa739af4a0bdcb9fbf1475734492fa9e0,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/0109c062-a3a2-4584-82ba-dd1c2e9c3c3c.jpg",0109c062-a3a2-4584-82ba-dd1c2e9c3c3c.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
187e6ac4b65d6e334a5dee5ac9bb22b542b80354,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/01e4dd0d-f1cc-4baf-87b8-2e4e915e7fc9.jpg",01e4dd0d-f1cc-4baf-87b8-2e4e915e7fc9.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
06226779cc5c7d2fc0ce8bc3619d19d1f81d55c5,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/038ab084-9d42-431a-add0-6482bb453274.jpg",038ab084-9d42-431a-add0-6482bb453274.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
5de21dd4bba773cb2974bb080a1419a31627c127,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/0998a88c-eea8-4bc5-bba9-6884262267c1.jpg",0998a88c-eea8-4bc5-bba9-6884262267c1.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
3ec00449d83ccbe3421ad34df0726627e8e3608f,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/0a1dd5d3-968c-4732-a07b-963818b6a6b1.jpg",0a1dd5d3-968c-4732-a07b-963818b6a6b1.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
7b627e8c9951a4c283343b187f734fe952a22d43,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/0f7894b9-986d-4456-9491-1ea711de5acf.jpg",0f7894b9-986d-4456-9491-1ea711de5acf.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
ab0c23caf801abc549521c412060e505dba7e283,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/10dc0765-1963-4b3e-82f3-7c2bf1c91746.jpg",10dc0765-1963-4b3e-82f3-7c2bf1c91746.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
52bbe7ff664921dba5f306f654dab5edc3b9fcb4,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/11e5a224-0197-40d3-b15c-835bf7a2668e.jpg",11e5a224-0197-40d3-b15c-835bf7a2668e.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
afed2b2fd13c3feea3a4149cd1c04a00098cc3fc,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/1210adb9-989e-4b8a-905c-8f577f82937b.jpg",1210adb9-989e-4b8a-905c-8f577f82937b.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
5ab7795dab400b5fbfc0adbd172689f08215782b,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/12baf796-3a9e-4e62-a803-82a762272e28.jpg",12baf796-3a9e-4e62-a803-82a762272e28.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
c110ffe5d4b950a20a50c298e1f2555a332674a5,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/13757683-6b13-42e1-901d-5cd5eda98f81.jpg",13757683-6b13-42e1-901d-5cd5eda98f81.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
263730170cc0a3efefbe3f114239c65a562fb315,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/14eb0da3-7365-42b0-a2f9-04e2c96865f1.jpg",14eb0da3-7365-42b0-a2f9-04e2c96865f1.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
195e8fcfa0903bdb6e239519343496c37bea50ed,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/17b4b031-9a2b-44d8-8c74-46b3e42d1984.jpg",17b4b031-9a2b-44d8-8c74-46b3e42d1984.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
c68920867badaeec741067fe36ec3bc48705c90e,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/19b9f75a-b2da-4bc8-b820-72edc7e2b396.jpg",19b9f75a-b2da-4bc8-b820-72edc7e2b396.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
852c751261f15d3d236b0e6eb29e08e6006f1864,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/1abfe6a9-109a-47ec-a9f7-023778462719.jpg",1abfe6a9-109a-47ec-a9f7-023778462719.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
a44af802af916ea8cfc1beaa141394b261aef2c7,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/1cbad11f-ebd6-4f14-b193-319f54ef8dfc.jpg",1cbad11f-ebd6-4f14-b193-319f54ef8dfc.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
6c008a3854218546b537a30ddd8ff5fc389de3dc,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/1dcd0d41-fc52-477d-8b95-f7ac772e6973.jpg",1dcd0d41-fc52-477d-8b95-f7ac772e6973.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
8ff4a5ae225fe420c326f8151d3878f3ef1a63bb,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/1e1516fe-821e-4f62-88a5-aa33d914a3a6.jpg",1e1516fe-821e-4f62-88a5-aa33d914a3a6.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
fa5af96845ff7b6b3ce124fe252f334eb7478d97,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/1f88659b-2240-426f-8b6e-ea52f135f02d.jpg",1f88659b-2240-426f-8b6e-ea52f135f02d.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
2302cca946a2fa8e987272603324929bc351ca08,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/21d7a059-4474-4208-9768-5c14e108e78f.jpg",21d7a059-4474-4208-9768-5c14e108e78f.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
787a5637ab5a5c98cbbfb975327272fe39c60c14,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/221bcbe3-89b0-48a4-bce3-6ccef7dbeb3a.jpg",221bcbe3-89b0-48a4-bce3-6ccef7dbeb3a.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
d33c4e15a32c1f23caea222ba589786ebd6e013f,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2709b4b6-6633-4886-b70f-45c239848d75.jpg",2709b4b6-6633-4886-b70f-45c239848d75.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
300521677cefa7f2198af4bc4147355cd884e77a,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2849c210-a073-4363-b376-8753c00155e3.jpg",2849c210-a073-4363-b376-8753c00155e3.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
ab44b4b2c5d5db187ca2be72e84085249ff9bad8,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2a7c46da-dc12-4968-b469-f81eaf7ba946.jpg",2a7c46da-dc12-4968-b469-f81eaf7ba946.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
510388a6863adf1a65ebb97ff568a95e9ab358de,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2aea22e6-bf46-4784-bdc6-89508ec265d2.jpg",2aea22e6-bf46-4784-bdc6-89508ec265d2.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
f230b0978259b111275396d3274480d1f251bf43,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2bb0de44-bc0c-41ce-bdec-1f2d9ca1db8d.jpg",2bb0de44-bc0c-41ce-bdec-1f2d9ca1db8d.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
f129a4175e439f5929f1c78122da751a6aaba80b,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2c1b8e3d-9fd6-423b-ba8b-262ba6796e14.jpg",2c1b8e3d-9fd6-423b-ba8b-262ba6796e14.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
df4e125257d98dc8033e2e35dec5d4f942384ebd,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2e064747-3467-469b-b7f6-6665bc591160.jpg",2e064747-3467-469b-b7f6-6665bc591160.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
5501c0c3fbe3f5af986bf7b17b5994fccadac34e,local_round2_images,"EVDB (MCB,RCCB)/Single Phase/2f409dce-b7c6-49e8-a4af-cddadc4327da.jpg",2f409dce-b7c6-49e8-a4af-cddadc4327da.jpg,jpg,image/jpeg,false,"EVDB (MCB,RCCB)/Single Phase",evdb,evdb_single_phase,unknown,customer,yes,no,no,yes_subset,high,weak_labeled,
